CompanyName,Category,Country,Description,Website,LogoURL
VISIONSPACE INC.,startup,,"VISIONSPACE INC., an AI technology company specializing in simulation and real-time monitoring solutions for smart factories and logistics centers. Our platform helps companies visualize, simulate, and control their operations with data-driven automation.",www.visionspace.co.kr,
VISIOON,startup,,"We provide  engaging experiences powered by AI, focusing on species recognition, behavioral analysis and assessing visitor engagement in aquariums, zoos, museums, and tourist spaces.",https://www.visioon.org/,
Vismed Training Limited,startup,,"We revolutionize medical training with VR, 3D printing human models, and AI, providing realistic hands-on simulations for healthcare professionals. ", https://www.vismed.tech,
"Visualsyn, Inc.",startup,,"Visualsyn Inc. is an AI-driven XR technology company based in Texas, US and Seoul, Korea. Its B2B platform, Glinda AIMI, empowers businesses to create 3D/XR content easily with its AI, On-device processing, no-code WebXR Editing on the Web.",https://glinda.io/,
VITA325,startup,,"VITA325 is an AI-powered mobile app that supports lower limb prosthetic users in their rehabilitation by analyzing gait, providing personalized recovery guidance, and enabling remote monitoring - all through a smartphone, without the need for wearables.",https://app.vita325.com,
VitalSigns Corp,startup,,"A Low-Cost WiFi Chest Patch enables the world's first AI-Based proactive, ambulatory cardiac event early warning system to prevent catastrophic events from happening, expand the Golden Hour for treatment, care cost savings, and quality of life.",https://www.vitalsignscorp.com,
VITIDRONE,startup,,"Vitidrone développe une solution d’intelligence artificielle sur drone autonome pour détecter précocement les maladies et carences de la vigne, afin d’optimiser les traitements et accompagner la transition vers une viticulture plus durable.",https://www.inria.fr/fr/startups-inria-bordeaux-sud-ouest,
VITIVISIO,startup,,"The AI-Driven Eye for Your Vines.
Vitivisio empowers winegrowers with Computer vision & Proprietary Vision sensor to help vineyards grow Greener.",https://vitivisio.com/,
Viupik,startup,,"Viupik creates real-time 3D digital twins and hyper-realistic visualizations to boost sales. From a single 3D scene, we deliver renders, videos, 360° tours and immersive tools—cloud-based, interactive, and fully customizable.



",https://www.viupik.com/,
VivaSpeak,startup,,"VivaSpeak is an AI voice agent platform that automates customer calls 24/7, handling bookings, FAQs and sales. We help businesses convert more, save time, and never miss a call.",https://www.vivaspeak.com,
VivaTech 2026,partner,,"In 2026, Viva Technology celebrates its 10th anniversary - a decade of innovation, bold ideas, and bringing together those who are changing the world. VivaTech 2026 marks a turning point for global innovation: where co-creation becomes the norm, ethics are no longer optional, and impact is a key measure of success.
Join us on our stand to discover the exciting new features of this legendary edition and talk with our team about what’s ahead. Book an exclusive meeting to explore tailored opportunities and be part of an edition that promises to be more inspiring, more powerful, and more essential than ever.",https://vivatechnology.com/,
Vivax,startup,,Vivax is a Brazilian company that aims to create high-tech solutions that help in the rehabilitation of patients with neurological and orthopedic disorders.,https://vivaxbr.com/,
VIVELY,startup,,"Vively is a digital health startup based in Australia that helps people improve their metabolic health through real-time data, behavioral science, and expert coaching.",https://www.vively.com.au,
VIVIN.app,startup,,"VIVIN.app is a property management platform that automates rent collection, utilities, maintenance, and financials. Ideal for co-living, student housing, and rentals, it streamlines operations and boosts efficiency for landlords and property managers.",https://www.vivin.app/,
VizioSense,startup,,"Measuring flows. Preserving privacy. VizioSense creates edge-AI sensors to measure flows in the city: mobility studies, parking management, crowd management, etc.",https://www.viziosense.com,
VKARD,partner,,"VKARD est une solution SaaS B2B qui modernise et centralise la gestion des cartes de visite et de vos rencontres. Grâce à un écosystème digital complet (profil en ligne, tableau de bord de gestion, CRM, etc.), une carte de visite digitale et des signatures email, VKARD permet à vos équipes de partager leurs coordonnées en un geste, tout en offrant une image de marque premium et écoresponsable.

VKARD transforme chaque rencontre en opportunité professionnelle mesurable.
",https://vkard.io,
VLM ROBOTICS,startup,,"Builder of 4.0 robotic manufacturing machines: Machining, Bonding, Additive Manufacturing, Control, increasingly multi-function, multi-robot. Our purpose: to enable you to manufacture with agility unique XXL parts, without the need for series production.",https://www.vlm-robotics.fr,
VO2 GROUP,partner,,"VO2 Group is a French and independent tech & digital consulting group. We operate from Paris to Montreal, Shanghai, New York, or Geneva, with over 800 talents.

As a global player in customer and corporate  excellence, we partner with the world’s most iconic brands, driving success from strategy to execution through our expertise in business, tech, data, and AI. We are a multi-tech player and Salesforce premium partner with 700+ Salesforce, data and AI certifications.

2025 Innovation & growth Leader - Les Echos business magazine -, VO2 Group is also a “Safe & Sustainable Tech” Leader:

Company founded with gender parity championing equality with a committed leadership team, an award-winning TopCom campaign in 2024, and 45% women representation.  
SalesForce Impact Partner 2024
Cybervadis 2024
Choose My Company Impact Business of the Year 2023
 
VO2 GROUP
The Bright Side of Tech!",https://www.vo2-group.com/,
VOCAST,startup,,"Vocast is a voice platform that lets brands, venues, and creators share short audio messages via QR codes or web players — no app needed. Engage your audience with immersive, human, and memorable audio experiences.",https://vocast.co,
Voclia,startup,,"Voclia transforms debt recovery with AI voice agents capable of managing inbound and outbound calls. We empower businesses to scale their operations, recover more, and operate smarter.",https://voclia.com/,
Vogo,startup,,"VOGO is an leading international sportech specialized in video and audio solutions dedicated to sports professionals (referees, coaching and medical staff) and fans. It serves 25 sports in 40+ countries through its 3 brands: VOGOSPORT, VOKKERO and VOGOSCOPE.",https://www.vogo-group.com,
VoicePing Inc.,startup,,"We are providing VoicePing, make global business expansion easy with real-time voice translation, and aiming to be APAC’s No.1 global communication tool within 3 years.",https://voice-ping.com/en/,
Voicing AI,startup,,Enterprise grade Conversational AI Infrastructure to intelligently automate tasks with Voice AI agents indistinguishable from humans. Maximize your efficiency and save costs through codeless automation while providing best CX to your customers!,https://voicing.ai/,
